,Unnamed: 0,지역,매출액,관객수,주,거리두기
0,5,서울시,625176800,71052,2021-01-01,2.5
1,5,서울시,446257140,50249,2021-01-08,2.5
2,5,서울시,761371720,85940,2021-01-15,2.5
3,5,서울시,2050589220,230553,2021-01-22,2.5
4,5,서울시,2287327000,246303,2021-01-29,2.5
5,5,서울시,2358611200,247998,2021-02-05,2.5
6,5,서울시,2299673230,241331,2021-02-12,2.5
7,5,서울시,1955377880,215607,2021-02-19,2
8,5,서울시,2226500250,242385,2021-02-26,2
9,5,서울시,2370034110,245237,2021-03-05,2
