■ 지역별 점유율,,,,,,,,,,,,
- 조회일: 2021-08-18,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2021-06-18~2021-06-24 ],,,,,,,,,,,,
지역,한국영화,,,,외국영화,,,,전체,,,
,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율
서울시,39,"425,355,370","48,838",27.2%,83,"3,250,035,070","328,592",30.3%,122,"3,675,390,440","377,430",29.9%
경기도,23,"352,646,190","37,791",21.0%,42,"2,594,717,180","261,144",24.1%,65,"2,947,363,370","298,935",23.7%
부산시,20,"128,828,630","14,160",7.9%,43,"729,451,510","75,611",7.0%,63,"858,280,140","89,771",7.1%
인천시,16,"83,659,430","8,991",5.0%,34,"522,591,470","52,661",4.9%,50,"606,250,900","61,652",4.9%
대구시,16,"84,531,050","9,313",5.2%,33,"486,461,270","50,784",4.7%,49,"570,992,320","60,097",4.8%
경상남도,15,"81,952,220","9,343",5.2%,32,"423,239,050","45,957",4.2%,47,"505,191,270","55,300",4.4%
대전시,17,"64,049,500","6,982",3.9%,24,"376,252,630","38,365",3.5%,41,"440,302,130","45,347",3.6%
광주시,22,"62,888,180","7,308",4.1%,17,"340,267,740","36,213",3.3%,39,"403,155,920","43,521",3.5%
충청남도,13,"59,478,620","6,515",3.6%,37,"321,247,010","32,602",3.0%,50,"380,725,630","39,117",3.1%
전라북도,18,"51,495,950","5,685",3.2%,25,"277,711,050","29,930",2.8%,43,"329,207,000","35,615",2.8%
경상북도,15,"54,579,540","6,077",3.4%,30,"279,207,210","29,671",2.7%,45,"333,786,750","35,748",2.8%
충청북도,7,"38,640,980","4,143",2.3%,21,"247,966,630","25,744",2.4%,28,"286,607,610","29,887",2.4%
강원도,12,"39,167,090","4,565",2.5%,21,"196,952,210","21,160",2.0%,33,"236,119,300","25,725",2.0%
울산시,9,"32,072,470","3,554",2.0%,17,"197,485,920","20,196",1.9%,26,"229,558,390","23,750",1.9%
전라남도,11,"34,406,910","3,859",2.2%,14,"176,932,800","18,594",1.7%,25,"211,339,710","22,453",1.8%
제주도,3,"18,053,900","1,915",1.1%,13,"97,192,100","9,910",0.9%,16,"115,246,000","11,825",0.9%
세종시,3,"6,605,480",741,0.4%,11,"58,138,170","6,126",0.6%,14,"64,743,650","6,867",0.5%
합계,259,"1,618,411,510","179,780",100%,497,"10,575,849,020","1,083,260",100%,756,"12,194,260,530","1,263,040",100%
