■ 지역별 점유율,,,,,,,,,,,,
- 조회일: 2021-08-17,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2021-06-10~2021-06-16 ],,,,,,,,,,,,
지역,한국영화,,,,외국영화,,,,전체,,,
,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율
서울시,51,"88,310,600","11,458",51.0%,93,"2,799,156,770","287,223",29.6%,144,"2,887,467,370","298,681",30.1%
경기도,17,"27,092,480","3,044",13.6%,40,"2,290,641,540","230,988",23.8%,57,"2,317,734,020","234,032",23.6%
부산시,20,"9,022,300","1,048",4.7%,43,"647,222,850","67,585",7.0%,63,"656,245,150","68,633",6.9%
인천시,10,"7,733,720",950,4.2%,34,"481,847,810","49,037",5.1%,44,"489,581,530","49,987",5.0%
경상남도,15,"3,585,440",404,1.8%,31,"401,351,140","44,077",4.6%,46,"404,936,580","44,481",4.5%
대구시,11,"3,253,070",404,1.8%,31,"402,695,480","42,466",4.4%,42,"405,948,550","42,870",4.3%
대전시,10,"5,402,570",691,3.1%,27,"332,618,790","34,247",3.5%,37,"338,021,360","34,938",3.5%
충청남도,15,"3,875,600",494,2.2%,36,"307,695,010","31,605",3.3%,51,"311,570,610","32,099",3.2%
광주시,14,"6,995,850",909,4.1%,19,"287,535,020","30,984",3.2%,33,"294,530,870","31,893",3.2%
전라북도,12,"5,155,300",576,2.6%,25,"260,597,860","28,372",2.9%,37,"265,753,160","28,948",2.9%
경상북도,16,"3,101,000",475,2.1%,26,"261,130,870","28,103",2.9%,42,"264,231,870","28,578",2.9%
충청북도,7,"2,133,840",227,1.0%,19,"225,582,970","23,368",2.4%,26,"227,716,810","23,595",2.4%
강원도,11,"3,984,000",524,2.3%,22,"183,342,920","19,823",2.0%,33,"187,326,920","20,347",2.1%
울산시,5,"3,572,500",390,1.7%,20,"175,816,370","18,266",1.9%,25,"179,388,870","18,656",1.9%
전라남도,9,"3,698,170",408,1.8%,16,"172,922,660","18,640",1.9%,25,"176,620,830","19,048",1.9%
제주도,5,"4,098,500",416,1.9%,16,"92,034,600","9,516",1.0%,21,"96,133,100","9,932",1.0%
세종시,3,"319,000",42,0.2%,13,"50,464,690","5,320",0.6%,16,"50,783,690","5,362",0.5%
합계,231,"181,333,940","22,460",100%,511,"9,372,657,350","969,620",100%,742,"9,553,991,290","992,080",100%
