■ 지역별 점유율,,,,,,,,,,,,
- 조회일: 2021-08-17,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2021-03-25~2021-03-31 ],,,,,,,,,,,,
지역,한국영화,,,,외국영화,,,,전체,,,
,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율,상영편수,매출액,관객수,점유율
서울시,54,"516,891,220","60,549",36.5%,100,"1,925,288,530","202,634",28.0%,154,"2,442,179,750","263,183",29.6%
경기도,26,"298,169,480","35,954",21.7%,56,"1,666,439,090","179,234",24.8%,82,"1,964,608,570","215,188",24.2%
부산시,23,"81,636,470","10,363",6.2%,52,"454,270,080","51,219",7.1%,75,"535,906,550","61,582",6.9%
인천시,23,"58,902,890","7,006",4.2%,42,"342,739,880","37,201",5.1%,65,"401,642,770","44,207",5.0%
대구시,21,"57,234,320","7,117",4.3%,39,"303,998,840","34,242",4.7%,60,"361,233,160","41,359",4.7%
경상남도,22,"44,522,440","5,568",3.4%,30,"286,396,010","32,815",4.5%,52,"330,918,450","38,383",4.3%
충청남도,21,"47,357,200","5,784",3.5%,30,"221,923,020","24,669",3.4%,51,"269,280,220","30,453",3.4%
대전시,21,"40,901,480","4,884",2.9%,33,"223,826,940","24,481",3.4%,54,"264,728,420","29,365",3.3%
광주시,22,"51,595,980","6,427",3.9%,32,"196,030,510","22,010",3.0%,54,"247,626,490","28,437",3.2%
전라북도,27,"23,774,840","3,006",1.8%,28,"189,655,440","21,373",3.0%,55,"213,430,280","24,379",2.7%
경상북도,17,"22,943,470","2,840",1.7%,31,"169,728,460","19,541",2.7%,48,"192,671,930","22,381",2.5%
충청북도,16,"28,184,470","3,434",2.1%,27,"151,838,770","17,507",2.4%,43,"180,023,240","20,941",2.4%
강원도,18,"29,159,660","3,642",2.2%,26,"126,381,180","14,677",2.0%,44,"155,540,840","18,319",2.1%
전라남도,14,"37,200,570","4,589",2.8%,21,"123,821,100","14,478",2.0%,35,"161,021,670","19,067",2.1%
울산시,17,"24,222,760","2,964",1.8%,31,"136,255,830","14,715",2.0%,48,"160,478,590","17,679",2.0%
제주도,9,"8,233,780",938,0.6%,17,"76,933,110","8,664",1.2%,26,"85,166,890","9,602",1.1%
세종시,8,"7,584,580",972,0.6%,21,"37,552,230","4,290",0.6%,29,"45,136,810","5,262",0.6%
합계,359,"1,378,515,610","166,037",100%,616,"6,633,079,020","723,750",100%,975,"8,011,594,630","889,787",100%
