,지역,매출액,관객수,주
5,서울시,"625,176,800","71,052",2021-01-01
5,서울시,"446,257,140","50,249",2021-01-08
5,서울시,"761,371,720","85,940",2021-01-15
5,서울시,"2,050,589,220","230,553",2021-01-22
5,서울시,"2,287,327,000","246,303",2021-01-29
5,서울시,"2,358,611,200","247,998",2021-02-05
5,서울시,"2,299,673,230","241,331",2021-02-12
5,서울시,"1,955,377,880","215,607",2021-02-19
5,서울시,"2,226,500,250","242,385",2021-02-26
5,서울시,"2,370,034,110","245,237",2021-03-05
