,지역,매출액,관객수,주
7,부산시,"133,154,520","15,720",2021-01-01
7,부산시,"90,327,570","10,890",2021-01-08
7,부산시,"139,130,900","16,832",2021-01-15
7,부산시,"381,529,810","45,703",2021-01-22
7,부산시,"467,990,770","52,508",2021-01-29
7,부산시,"553,603,860","60,887",2021-02-05
7,부산시,"571,855,100","62,141",2021-02-12
7,부산시,"460,860,670","52,741",2021-02-19
7,부산시,"539,104,860","59,643",2021-02-26
7,부산시,"513,370,590","56,521",2021-03-05
