기준년월 : 2021.05,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2020년 05월,2021년 05월,증감률(%)
운항(편),국내,13564,19821,46.1
운항(편),국제,7751,10994,41.8
운항(편),계,21315,30815,44.6
여객(명),국내,1887474,3115255,65
여객(명),국제,137330,206462,50.3
여객(명),계,2024804,3321717,64.1
화물(톤),국내,12093,16837,39.2
화물(톤),국제,223438,287942,28.9
화물(톤),계,235531,304779,29.4
