기준년월 : 2019.02,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2018년 02월,2019년 02월,증감률(%)
운항(편),국내,14309,14639,2.3
운항(편),국제,37961,40827,7.5
운항(편),계,52270,55466,6.1
여객(명),국내,2221387,2463130,10.9
여객(명),국제,6860658,7433725,8.4
여객(명),계,9082045,9896855,9
화물(톤),국내,21500,20784,-3.3
화물(톤),국제,303477,286978,-5.4
화물(톤),계,324977,307762,-5.3
