기준년월 : 2021.02,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2020년 02월,2021년 02월,증감률(%)
운항(편),국내,12815,15029,17.3
운항(편),국제,33006,9037,-72.6
운항(편),계,45821,24066,-47.5
여객(명),국내,1529064,2301365,50.5
여객(명),국제,3971511,165890,-95.8
여객(명),계,5500575,2467255,-55.1
화물(톤),국내,13964,15866,13.6
화물(톤),국제,286956,242173,-15.6
화물(톤),계,300920,258039,-14.2
