기준년월 : 2020.11,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2019년 11월,2020년 11월,증감률(%)
운항(편),국내,16211,18379,13.4
운항(편),국제,41202,9990,-75.8
운항(편),계,57413,28369,-50.6
여객(명),국내,2872346,2943250,2.5
여객(명),국제,6964045,195991,-97.2
여객(명),계,9836391,3139241,-68.1
화물(톤),국내,20503,18932,-7.7
화물(톤),국제,351199,268075,-23.7
화물(톤),계,371702,287007,-22.8
