기준년월 : 2020.08,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2019년 08월,2020년 08월,증감률(%)
운항(편),국내,17196,18173,5.7
운항(편),국제,47052,8458,-82
운항(편),계,64248,26631,-58.5
여객(명),국내,3010227,2826597,-6.1
여객(명),국제,8140627,234218,-97.1
여객(명),계,11150854,3060815,-72.6
화물(톤),국내,23838,18570,-22.1
화물(톤),국제,338569,237364,-29.9
화물(톤),계,362407,255934,-29.4
