기준년월 : 2020.10,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2019년 10월,2020년 10월,증감률(%)
운항(편),국내,16836,17958,6.7
운항(편),국제,42977,9452,-78
운항(편),계,59813,27410,-54.2
여객(명),국내,3030454,2747342,-9.3
여객(명),국제,7351625,196217,-97.3
여객(명),계,10382079,2943559,-71.6
화물(톤),국내,23083,17261,-25.2
화물(톤),국제,351445,264589,-24.7
화물(톤),계,374528,281850,-24.7
