기준년월 : 2021.07,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
구 분,구 분,총괄,총괄,총괄
구 분,구 분,2020년 07월,2021년 07월,증감률(%)
운항(편),국내,16524,19380,17.3
운항(편),국제,8159,11021,35.1
운항(편),계,24683,30401,23.2
여객(명),국내,2468535,2926947,18.6
여객(명),국제,218136,291269,33.5
여객(명),계,2686671,3218216,19.8
화물(톤),국내,15157,16945,11.8
화물(톤),국제,240680,293489,21.9
화물(톤),계,255837,310434,21.3
